1386617945125, 50.1, 19.0
1386618005234, 50.1, 18.9
1386618065328, 50.1, 18.9
1386618125437, 50.1, 18.9
1386618185546, 50.1, 18.9
1386618245640, 50.1, 18.9
1386618305750, 50.0, 18.9
1386618365859, 50.1, 18.9
1386618425953, 50.7, 18.9
1386618486062, 50.2, 18.9
1386618546171, 50.1, 18.9
1386618606281, 50.0, 18.9
1386618666375, 50.0, 18.9
1386618726484, 49.9, 18.9
1386618786593, 50.1, 18.9
1386618846703, 50.0, 18.9
1386618906796, 49.7, 18.9
1386618966906, 50.0, 18.9
1386619027015, 50.1, 18.9
1386619087109, 50.2, 18.9
1386619147218, 49.6, 18.9
1386619207328, 49.4, 18.8
1386619267437, 49.5, 18.8
1386619327531, 49.4, 18.8
1386619387640, 49.6, 18.8
1386619447750, 49.5, 18.8
1386619507859, 49.5, 18.8
1386619567953, 49.4, 18.8
1386619628062, 49.9, 18.8
1386619688171, 49.7, 18.8
1386619748281, 49.5, 18.8
1386619808375, 49.3, 18.8
1386619868484, 49.2, 18.8
1386619928593, 49.3, 18.8
1386619988687, 49.3, 18.8
1386620048796, 49.3, 18.8
1386620108906, 49.3, 18.8
1386620169000, 49.3, 18.8
1386620229109, 49.6, 18.8
1386620289218, 49.4, 18.8
1386620349328, 49.2, 18.7
1386620409421, 49.1, 18.7
1386620469531, 49.0, 18.8
1386620529640, 49.0, 18.8
1386620589750, 49.1, 18.7
1386620649843, 49.1, 18.7
1386620709953, 49.1, 18.7
1386620770062, 49.1, 18.7
1386620830156, 49.5, 18.7
1386620890265, 49.3, 18.7
1386620950375, 49.2, 18.7
1386621010484, 49.2, 18.7
1386621070578, 49.1, 18.7
1386621130687, 49.1, 18.7
1386621190796, 49.2, 18.7
1386621250890, 49.2, 18.7
1386621311000, 49.1, 18.7
1386621371109, 49.2, 18.7
1386621431218, 49.6, 18.7
1386621491312, 49.4, 18.7
1386621551421, 49.4, 18.7
1386621611531, 49.3, 18.7
1386621671640, 49.4, 18.7
1386621731734, 49.3, 18.7
1386621791843, 49.1, 18.6
1386621851953, 49.4, 18.6
1386621912046, 49.2, 18.6
1386621972156, 49.3, 18.6
1386622032265, 49.8, 18.6
1386622092375, 49.4, 18.6
1386622152468, 49.5, 18.6
1386622212578, 49.4, 18.6
1386622272687, 49.3, 18.6
1386622332781, 49.3, 18.6
1386622392890, 49.5, 18.6
1386622453000, 49.5, 18.6
1386622513093, 49.5, 18.6
1386622573203, 49.8, 18.6
1386622633312, 50.0, 18.6
1386622693421, 49.9, 18.6
1386622753515, 49.9, 18.6
1386622813625, 49.9, 18.6
1386622873734, 49.8, 18.6
1386622933828, 49.9, 18.6
1386622993937, 49.8, 18.6
1386623054046, 49.8, 18.6
1386623114156, 49.9, 18.6
1386623174250, 49.9, 18.6
1386623234359, 50.2, 18.6
1386623294468, 50.0, 18.6
1386623354578, 50.0, 18.6
1386623414671, 50.1, 18.6
1386623474781, 50.0, 18.6
1386623534890, 50.0, 18.6
1386623594984, 50.1, 18.6
1386623655093, 50.3, 18.6
1386623715203, 50.2, 18.5
1386623775312, 50.2, 18.5
1386623835406, 50.4, 18.5
1386623895515, 50.3, 18.6
1386623955625, 50.3, 18.5
1386624015718, 50.1, 18.5
1386624075828, 50.2, 18.5
1386624135937, 50.2, 18.5
1386624196031, 50.3, 18.5
1386624256140, 50.3, 18.5
1386624316250, 50.2, 18.5
1386624376359, 50.4, 18.5
1386624436453, 50.6, 18.5
1386624496562, 50.5, 18.5
1386624556671, 50.4, 18.5
1386624616765, 50.3, 18.5
1386624676875, 50.3, 18.5
1386624736984, 50.4, 18.5
1386624797078, 50.4, 18.5
1386624857187, 50.3, 18.5
1386624917296, 47.1, 18.5
1386624977406, 46.2, 18.3
1386625037500, 48.0, 18.2
1386625097609, 48.3, 18.2
1386625157718, 48.6, 18.2
1386625217812, 49.1, 18.2
1386625277921, 49.1, 18.2
1386625338031, 49.3, 18.2
1386625398140, 49.6, 18.2
1386625458234, 49.9, 18.2
1386625518343, 50.1, 18.2
1386625578453, 50.3, 18.2
1386625638546, 50.4, 18.2
1386625698656, 50.6, 18.2
1386625758765, 50.7, 18.2
1386625818859, 50.8, 18.2
1386625878968, 51.1, 18.3
1386625939109, 51.1, 18.3
1386625999187, 51.2, 18.3
1386626059281, 51.2, 18.3
1386626119390, 51.3, 18.3
1386626179500, 51.3, 18.3
1386626239593, 51.3, 18.4
1386626299703, 51.4, 18.4
1386626359812, 51.4, 18.4
1386626419906, 51.4, 18.4
1386626480015, 51.5, 18.4
1386626613421, 51.5, 18.4
1386626673515, 51.5, 18.4
1386626733625, 51.5, 18.4
1386626793718, 51.7, 18.5
1386626853828, 51.7, 18.5
1386626913937, 51.7, 18.5
1386626974031, 51.7, 18.5
1386627034140, 51.7, 18.5
1386627094250, 51.8, 18.5
1386627154343, 51.8, 18.5
1386627214453, 51.8, 18.5
1386627274562, 51.9, 18.5
1386627334656, 51.8, 18.5
1386627394765, 51.9, 18.5
1386627454875, 51.9, 18.5
1386627514968, 51.9, 18.5
1386627575078, 52.0, 18.5
1386627635187, 51.9, 18.5
1386627695281, 52.0, 18.5
1386627755390, 52.0, 18.5
1386627815500, 52.0, 18.5
1386627875593, 52.0, 18.5
1386627935703, 52.1, 18.5
1386627995812, 52.1, 18.5
1386628055906, 52.1, 18.5
1386628116015, 52.2, 18.5
1386628176125, 52.1, 18.5
1386628236234, 52.2, 18.5
1386628296328, 52.1, 18.5
1386628356437, 52.1, 18.5
1386628416546, 52.2, 18.5
1386628476640, 52.2, 18.5
1386628536750, 52.2, 18.5
1386628596859, 52.3, 18.5
1386628656953, 52.3, 18.5
1386628717093, 52.2, 18.5
1386628777171, 52.3, 18.5
1386628837281, 52.3, 18.5
1386628897375, 52.3, 18.5
1386628957484, 52.3, 18.5
1386629017593, 52.3, 18.5
1386629077687, 52.3, 18.5
1386629137796, 52.3, 18.5
1386629197906, 52.3, 18.5
1386629258000, 52.4, 18.5
1386629318109, 52.3, 18.5
1386629378218, 52.4, 18.5
1386629438328, 52.4, 18.5
1386629498421, 52.4, 18.5
1386629558531, 52.4, 18.5
1386629618640, 52.4, 18.5
1386629678734, 52.5, 18.5
1386629738843, 52.4, 18.5
1386629798953, 52.4, 18.5
1386629859046, 52.5, 18.5
1386629919156, 52.5, 18.5
1386629979265, 52.5, 18.5
1386630039359, 52.5, 18.5
1386630099468, 52.5, 18.5
1386630159578, 52.5, 18.5
1386630219671, 52.4, 18.5
1386630279781, 52.5, 18.5
1386630339890, 52.4, 18.5
1386630400000, 52.5, 18.5
1386630460093, 52.5, 18.5
1386630520203, 52.6, 18.5
1386630580312, 52.5, 18.5
1386630640406, 52.5, 18.5
1386630700515, 52.5, 18.6
1386630760625, 52.6, 18.5
1386630820718, 52.6, 18.5
1386630880828, 52.5, 18.5
1386630940937, 52.5, 18.5
1386631001031, 52.6, 18.5
1386631061140, 52.6, 18.5
1386631121250, 52.6, 18.5
1386631181343, 52.6, 18.5
1386631241453, 52.6, 18.5
1386631301562, 52.6, 18.5
1386631361656, 52.6, 18.5
1386631421765, 52.6, 18.5
1386631481875, 52.7, 18.5
1386631541968, 52.7, 18.5
1386631602078, 52.7, 18.5
1386631662187, 52.6, 18.5
1386631722296, 52.6, 18.5
1386631782390, 52.7, 18.5
1386631842500, 52.7, 18.5
